Cutting_Speed_m_per_min,Feed_Rate_mm_per_rev,Depth_of_Cut_mm,Spindle_Load_%,Material type,Operation time,Coolant_Flow_LPM,Ambient_Temp_C,Tool_Wear_mm,machine type,energyusage
69.42196038,0.884589783,4.556327594,13.88439208,Steel,32.43638413,7.233108248,20.29476352,0.151544209,C,1.639
451.0144012,0.433933306,3.638501854,90.20288023,Titanium,36.48378063,43.47898988,21.78261781,0.128508413,D,1.113
287.4654991,0.360681503,2.713594481,57.49309982,Steel,42.71697387,34.61731144,29.86447726,0.146634677,C,1.868
496.8341583,0.684213716,4.362848882,99.36683165,Steel,41.12649207,24.54904667,27.15076367,0.150884267,C,1.466
83.20845413,0.817453645,0.740196485,16.64169083,Aluminium,48.24140661,20.5894782,26.14641119,0.142297768,A,1.165
299.234428,0.774170878,3.973497992,59.8468856,Steel,29.11707855,5.866203373,20.47039053,0.146608695,C,1.845
486.186141,0.807922966,0.711621988,97.23722821,Titanium,26.98230347,42.13467256,28.79110224,0.154797343,D,1.769
285.3940299,0.463804149,3.991632246,57.07880598,Brass,23.084924,11.42248343,28.12756853,0.146628232,B,1.301
333.2293872,0.826942505,1.451261084,66.64587743,Aluminium,11.91609693,18.92938963,26.64800044,0.157332548,A,1.006
363.08691,0.164198603,4.397743847,72.61738201,Titanium,30.76732548,30.60981412,23.39130815,0.145923701,D,1.446
254.5434791,0.567264643,4.72580626,50.90869583,Brass,17.46556359,16.069667,20.70504956,0.156969321,B,1.582
332.401136,0.055470727,0.82910025,66.48022721,Brass,46.45883805,27.37132087,25.80038488,0.150378028,B,1.507
312.9414404,0.358356538,2.367110465,62.58828807,Aluminium,31.24358619,41.42042729,27.19694571,0.146108864,A,1.127
455.5211047,0.398138458,4.906838153,91.10422094,Brass,31.67780812,26.17420707,20.9424035,0.157856861,B,1.795
70.45087115,0.426364057,2.468696436,14.09017423,Brass,20.97160974,47.70398049,26.3376766,0.145048706,B,1.364
176.4334353,0.710693846,4.33138286,35.28668706,Brass,7.339520839,43.13752792,22.86366068,0.14739151,B,1.81
477.6851678,0.419130196,2.984784458,95.53703357,Steel,6.428469442,19.98676559,27.64244221,0.154111259,C,1.118
450.6187028,0.476258941,1.939116549,90.12374055,Steel,24.05008149,22.99829561,25.39615851,0.152356039,C,1.46
255.0455388,0.275666924,1.500339422,51.00910775,Steel,8.805442014,24.04970272,21.29036788,0.153612061,C,1.015
329.059669,0.404589202,1.095793146,65.8119338,Titanium,32.308113,33.17807538,25.26519448,0.150690941,D,1.38
174.8215323,0.265906146,3.832811138,34.96430647,Brass,44.64378525,17.90580781,23.95736863,0.146825855,B,1.452
134.6545219,0.119536128,1.994048483,26.93090438,Copper,44.73116674,48.61621125,21.80355968,0.149851834,E,1.808
258.6642822,0.623276164,2.605249765,51.73285644,Aluminium,34.65704346,32.39078993,28.41515724,0.1600054,A,1.111
209.0085026,0.684802159,2.512394852,41.80170052,Copper,14.50543242,22.97307464,20.11028448,0.147008789,E,1.703
312.6452503,0.638515829,2.928667243,62.52905007,Aluminium,43.83485741,34.0254417,23.12128277,0.162206321,A,1.378
84.98058663,0.490319342,4.341328014,16.99611733,Brass,44.87420459,22.79322547,20.12595038,0.155853569,B,1.415
488.4776634,0.410796491,4.905622784,97.69553269,Aluminium,13.84941132,41.80080564,20.96006947,0.15158054,A,1.034
493.794835,0.870166967,2.097162622,98.758967,Titanium,38.18417386,30.55284322,22.97096219,0.14484459,D,1.835
364.1727713,0.543127696,4.154842718,72.83455426,Aluminium,17.8933797,6.888672653,20.54271185,0.145791717,A,1.432
291.2433649,0.505222784,3.846186194,58.24867297,Titanium,41.11881406,12.95405903,25.96630532,0.153656016,D,1.417
189.2874273,0.074359963,2.910291862,37.85748547,Titanium,49.8757055,43.92472879,20.86862908,0.153340505,D,1.502
416.2077589,0.374185436,4.784631004,83.24155177,Titanium,6.35117024,30.33049219,27.01713634,0.156604759,D,1.226
358.1290276,0.411185838,1.082325126,71.62580553,Brass,45.38146396,47.76545644,20.52642113,0.164902028,B,0.904
123.1776227,0.428881642,0.635394631,24.63552454,Brass,33.01837401,8.259004079,20.59308895,0.159284567,B,0.99
459.917233,0.601163751,4.284413638,91.9834466,Copper,48.80221786,18.28672835,23.05325899,0.156243443,E,1.518
420.1417593,0.556922419,2.251834102,84.02835186,Brass,25.92542829,13.7094518,28.96571525,0.163261399,B,1.628
477.409961,0.627509838,4.250147386,95.4819922,Aluminium,43.13245688,29.92281315,26.41393249,0.158220737,A,1.383
376.5737788,0.776639098,4.476142005,75.31475575,Copper,7.807733087,22.2256774,27.70131292,0.165756303,E,1.15
326.0368382,0.822336452,0.406042209,65.20736763,Copper,20.08755725,12.07730903,21.41552109,0.154687617,E,1.415
238.2093663,0.732216922,4.428977339,47.64187327,Steel,8.015744199,33.92383613,28.34125433,0.152599384,C,1.597
469.7278175,0.957747511,2.296763371,93.9455635,Steel,48.89044101,29.13342646,20.08146248,0.148626967,C,1.368
439.7287503,0.067320954,2.601119196,87.94575006,Titanium,41.76382583,17.36313131,22.13057351,0.158391863,D,0.933
70.34840155,0.235989086,3.170303304,14.06968031,Brass,43.36463396,26.5897111,26.16092321,0.153036002,B,1.427
61.86513852,0.057184731,4.639274773,12.3730277,Brass,47.20843541,38.55822418,23.75246409,0.153255484,B,1.162
219.4085151,0.665100978,0.193668863,43.88170302,Brass,8.829656875,14.23722535,29.84193392,0.164961387,B,1.619
414.7489989,0.903129022,2.436532995,82.94979977,Brass,22.35189166,18.1807586,20.30339247,0.151469572,B,1.596
494.2742582,0.281308182,3.469838008,98.85485164,Aluminium,8.196570007,20.57499442,29.98598168,0.160888163,A,1.456
117.687601,0.930682818,3.641264093,23.5375202,Titanium,14.48568957,38.60268967,26.23627833,0.160244497,D,1.056
317.3588219,0.107254021,3.493408915,63.47176438,Aluminium,15.32145997,43.11151698,25.58706995,0.161411607,A,1.787
221.4008855,0.937714225,0.758732134,44.2801771,Aluminium,26.1098245,21.93748234,20.59512443,0.168161754,A,1.118
486.461479,0.384041553,1.567038383,97.2922958,Copper,17.08529754,18.34793878,22.73328877,0.157403075,E,1.833
428.9535154,0.146349787,1.857706075,85.79070308,Steel,9.544014807,45.02510413,29.24662688,0.168746564,C,1.404
427.2479171,0.511578171,4.041742318,85.44958342,Copper,12.53709901,49.97142195,23.54246003,0.153311087,E,0.924
260.9119219,0.293937739,1.465923375,52.18238438,Aluminium,11.62740036,35.16591378,26.616532,0.165656108,A,1.687
236.6687761,0.320629257,1.132454323,47.33375521,Aluminium,48.78845591,49.54912767,29.9949635,0.17007456,A,1.716
173.0331824,0.341925467,4.791495293,34.60663647,Aluminium,39.16816281,34.6984825,22.63069714,0.142712733,A,1.47
75.36897349,0.812874603,0.143430097,15.0737947,Copper,48.54926594,38.00571224,25.76080879,0.163096309,E,1.587
439.1250693,0.562203213,4.989322193,87.82501386,Brass,24.78832189,22.48952007,26.96437793,0.16297991,B,1.623
415.8054541,0.345742314,3.416424364,83.16109082,Copper,17.52658167,24.48353961,21.64627247,0.164213096,E,0.958
499.872953,0.629817094,4.159499567,99.9745906,Titanium,40.92319387,11.48610488,21.48672564,0.172701934,D,1.368
498.4865767,0.730343141,1.543635042,99.69731534,Copper,19.68142631,42.02375066,24.56307912,0.16061628,E,1.614
299.9442675,0.308992801,0.170144861,59.9888535,Titanium,18.47225182,46.89765639,23.85812522,0.158802182,D,1.768
396.0443368,0.442871646,3.715560641,79.20886737,Copper,15.46276965,33.05471602,27.14215437,0.165410628,E,1.196
475.1445784,0.165791789,4.187308525,95.02891569,Copper,10.83555402,20.46412888,20.69508771,0.170926873,E,1.213
432.3413258,0.222091882,3.728333047,86.46826516,Brass,16.54083775,11.93073464,29.72166624,0.16838877,B,0.922
161.3066458,0.697061961,0.799966408,32.26132916,Titanium,20.98938868,16.93203034,20.14276982,0.166057496,D,1.384
252.7448609,0.22236643,3.791796819,50.54897218,Brass,35.32973937,16.49346894,26.01316824,0.165030021,B,1.125
108.1217368,0.548905214,3.867721632,21.62434736,Steel,7.8154179,32.60875479,25.62632596,0.156431815,C,0.954
479.3229623,0.723593949,3.326848527,95.86459245,Brass,14.47281228,47.52668594,21.34715731,0.169686069,B,1.335
322.7785855,0.151533077,3.853968071,64.5557171,Titanium,41.40606381,7.172234913,21.50915983,0.17057375,D,1.326
152.8892625,0.588946609,4.245015054,30.5778525,Steel,11.61148656,5.046003482,27.92677488,0.163875669,C,1.191
352.265308,0.293734645,3.10666016,70.4530616,Titanium,20.41903159,32.00818749,28.87562458,0.165304028,D,1.587
328.1577082,0.964780531,0.534163098,65.63154164,Copper,43.90965148,17.78272079,22.83016966,0.162676773,E,1.291
211.1732231,0.509368364,2.489376267,42.23464462,Titanium,11.971639,44.62467541,24.37963964,0.172548826,D,1.609
101.1009165,0.815692922,0.48048174,20.2201833,Titanium,8.723157603,19.72626386,23.54995041,0.166669167,D,0.82
352.207938,0.572715215,2.096960852,70.4415876,Titanium,26.80420978,18.03819202,20.72547013,0.168042265,D,1.237
284.1384654,0.091241906,2.094821797,56.82769308,Aluminium,18.60887801,17.12797795,26.73204246,0.1722254,A,1.177
397.5432763,0.651493807,0.423448236,79.50865526,Brass,30.3533764,11.51837723,28.25192935,0.17100424,B,1.333
284.0735755,0.953833175,1.809220616,56.8147151,Aluminium,41.17122007,31.16887134,23.04879357,0.172476065,A,1.702
433.4816751,0.621531229,0.643890684,86.69633503,Brass,11.17168197,12.56961211,29.90175794,0.170824136,B,1.515
298.3580774,0.828229416,4.060352529,59.67161549,Brass,31.1314588,24.10840219,20.75851557,0.171225832,B,1.547
302.4220872,0.88999614,4.743671327,60.48441744,Titanium,27.74789422,25.74374235,26.61790714,0.17146872,D,1.553
444.4941212,0.266675783,0.454350729,88.89882424,Steel,11.48354537,5.92214211,24.48228015,0.1730854,C,1.514
231.5672898,0.251442598,4.780064516,46.31345796,Brass,33.07993185,5.756327592,24.46601901,0.173618647,B,1.502
110.3068528,0.630431939,2.660625337,22.06137056,Aluminium,17.3138188,28.40957099,24.57645616,0.165277862,A,1.618
62.95220434,0.440477046,1.567871822,12.59044087,Copper,26.95254433,36.32156295,22.58681774,0.16870572,E,1.223
389.8117651,0.847868238,0.476624169,77.96235301,Steel,8.702254592,47.3964117,27.15562827,0.170965191,C,1.267
329.1392981,0.905021967,2.553058914,65.82785962,Aluminium,25.68128257,13.06036779,27.21576526,0.174531364,A,1.055
366.8358956,0.38575031,3.993126168,73.36717913,Titanium,18.79085606,9.646646425,22.8239711,0.180549679,D,0.984
145.8338727,0.275027031,3.564723739,29.16677454,Aluminium,42.0071545,7.343955812,28.35306461,0.168786738,A,1.328
111.367164,0.791499239,0.346107456,22.2734328,Steel,7.564042715,24.62187123,23.16844944,0.177536402,C,1.075
56.54509955,0.311065734,0.457218993,11.30901991,Copper,23.83732737,33.04163153,27.25093124,0.170588701,E,0.977
207.7644015,0.831483603,2.074079085,41.55288029,Copper,25.62941409,42.82490105,21.20999768,0.180576308,E,1.52
315.4629591,0.452551341,1.546923421,63.09259182,Brass,37.62527343,35.7190197,21.68701643,0.183575734,B,0.856
226.5098203,0.684172404,1.238683183,45.30196406,Titanium,30.84294088,14.37623551,23.15795645,0.165564236,D,1.325
246.8637149,0.140758548,1.476922045,49.37274298,Brass,35.02455517,25.77966649,25.93873768,0.172962927,B,1.329
456.8714125,0.642666358,4.037065442,91.3742825,Aluminium,39.96721785,45.96558558,26.45511485,0.163133661,A,1.109
206.7149602,0.479179295,4.653217463,41.34299203,Brass,43.79913381,19.70334781,23.96356172,0.166725995,B,1.243
281.2952701,0.60727804,2.085003203,56.25905402,Aluminium,19.12439735,27.44286643,20.77839153,0.167327839,A,1.639
402.6438557,0.209613497,4.53994391,80.52877115,Copper,29.21102174,48.13544006,23.73634652,0.178876086,E,1.072
228.444252,0.750030058,1.675328936,45.68885041,Brass,42.80486353,38.06186025,26.88767516,0.178230964,B,1.076
329.9390151,0.869657224,2.434541233,65.98780302,Aluminium,49.52530089,38.64831735,26.70995461,0.180342559,A,1.382
438.0636689,0.25590281,1.207542089,87.61273379,Titanium,45.028369,16.3550302,21.60196413,0.179666209,D,1.582
477.2842806,0.140928828,3.238332607,95.45685613,Copper,21.71602682,23.66141532,20.0778397,0.179342241,E,1.454
116.1830664,0.072456657,4.897007464,23.23661328,Steel,13.78249327,8.705397339,27.52981617,0.177766492,C,0.946
466.9644313,0.659872925,3.057116171,93.39288626,Brass,27.02266418,32.29366402,21.06368166,0.176843096,B,1.304
271.4523319,0.626739334,1.853289012,54.29046638,Brass,38.37386533,9.667857404,20.82349144,0.182885776,B,1.157
166.2099747,0.569362542,3.274305485,33.24199495,Steel,27.16560818,42.6159312,20.02701217,0.178139468,C,1.294
256.6110903,0.270349741,0.702311324,51.32221806,Titanium,26.74313885,41.65492042,24.32601326,0.180994263,D,1.193
491.0146589,0.421360696,4.454429493,98.20293178,Steel,42.72036895,29.01222955,25.03263901,0.167007232,C,1.305
271.6781423,0.614752518,2.565111359,54.33562846,Aluminium,21.26317006,11.35247149,26.37664046,0.173073604,A,1.287
197.9382246,0.521928516,2.301813736,39.58764493,Brass,43.69076037,6.151054244,22.96063841,0.184140361,B,1.692
335.0303844,0.988396244,2.970737463,67.00607689,Aluminium,23.30621604,40.85189004,27.10424716,0.176187355,A,1.187
158.0655285,0.179617765,3.161440928,31.61310569,Titanium,19.77048976,32.00632174,21.69331857,0.172843032,D,1.217
84.13849765,0.710387326,0.451701451,16.82769953,Copper,25.429546,36.99183365,28.31990053,0.183316572,E,0.928
107.9958749,0.43410283,3.444824384,21.59917497,Brass,39.31011314,18.67132066,25.71848329,0.180407072,B,1.507
107.6206275,0.456789634,1.285465234,21.52412551,Copper,10.67009125,27.9267232,25.83889823,0.178655995,E,1.189
118.3562121,0.731717877,3.598367899,23.67124242,Brass,13.83886471,38.62283767,22.09775414,0.188526536,B,1.004
112.4722277,0.707814344,4.130420492,22.49444554,Titanium,47.81501715,25.81534887,20.74108749,0.187958442,D,1.359
338.3936352,0.991693194,4.039396687,67.67872703,Copper,12.89712323,32.06229002,24.64724803,0.180622376,E,1.575
131.846038,0.171974575,2.80725474,26.3692076,Brass,30.54772931,40.53777178,26.15611952,0.185463728,B,1.323
205.5502775,0.148904167,2.648832472,41.1100555,Brass,31.069151,14.68492904,20.95046459,0.170948623,B,1.235
453.5547845,0.738121876,0.800092211,90.71095689,Titanium,27.03310079,7.966800021,29.50534475,0.187899228,D,1.035
263.2827381,0.599467571,3.899196137,52.65654762,Copper,34.01353619,28.93205799,29.8041436,0.17728979,E,1.409
350.4009823,0.310452633,1.429905964,70.08019647,Brass,15.34220266,7.795659682,25.45456695,0.175752303,B,1.114
127.543942,0.125448401,2.533807572,25.50878841,Titanium,29.86980205,39.49507825,29.50069155,0.174376978,D,1.258
136.5300585,0.131375337,1.492943055,27.30601169,Titanium,21.74779649,37.36451514,21.79445238,0.174280834,D,1.672
68.39087732,0.899481331,0.755758979,13.67817546,Steel,34.77502668,44.67707022,20.25420685,0.189285512,C,1.475
126.0207784,0.232273958,3.184832715,25.20415568,Titanium,11.35505945,33.78029441,20.39409535,0.187329898,D,1.413
175.3656526,0.357202984,0.366226971,35.07313051,Titanium,30.68948376,8.023890684,25.87512479,0.180635166,D,1.619
129.6547179,0.265323582,3.768361647,25.93094358,Steel,13.33716599,16.39184565,20.61641883,0.18902925,C,1.139
89.91614019,0.387246491,1.656175297,17.98322804,Copper,17.53893784,41.35693301,29.58545607,0.182070138,E,1.132
104.286142,0.115952651,0.100659996,20.8572284,Titanium,14.84194101,12.52095878,21.41933211,0.186953583,D,1.581
257.3504456,0.543106801,2.604532782,51.47008912,Brass,13.22770009,36.43162105,23.04722806,0.18321408,B,1.8
142.8501733,0.114231935,0.329574352,28.57003466,Steel,42.15699282,40.11166989,28.22517802,0.1853161,C,1.152
213.9214375,0.810338682,1.453230833,42.78428749,Copper,17.85684054,19.8550309,22.18740323,0.181665222,E,1.118
276.5377719,0.272026478,3.564184789,55.30755438,Aluminium,46.72057018,19.5033863,22.42968458,0.182697408,A,1.046
360.6776729,0.563011319,0.407179146,72.13553458,Titanium,48.64669364,30.10112065,26.42308956,0.189507268,D,1.333
67.69046293,0.886075133,4.212758613,13.53809259,Brass,30.70672115,43.75788497,22.76086088,0.190600972,B,1.06
409.7346795,0.668333501,0.118717621,81.9469359,Steel,11.43505052,15.07577909,22.17447634,0.185296747,C,1.144
332.5551753,0.556309897,1.309436959,66.51103505,Copper,21.85467095,47.35661882,22.54177714,0.180029956,E,1.492
86.79156438,0.358117065,3.730429875,17.35831288,Brass,40.89795185,31.96034082,24.90647499,0.200304183,B,1.282
443.1103808,0.366351817,1.649723734,88.62207617,Copper,21.53258279,49.64569121,29.66099873,0.188421722,E,1.268
464.3925802,0.686012607,0.599272702,92.87851605,Aluminium,8.915774824,9.03261758,28.32237942,0.190089233,A,1.234
77.48508193,0.994432393,1.865146202,15.49701639,Steel,30.05532099,10.69529614,22.84610265,0.18251217,C,1.227
174.5949417,0.67874723,1.424927103,34.91898833,Copper,43.03043832,42.19888117,23.63373208,0.195185277,E,0.98
412.7905759,0.579894247,4.229288321,82.55811518,Steel,40.81668742,43.9140153,24.64512251,0.196238876,C,1.412
386.7168607,0.744117985,1.635404796,77.34337213,Aluminium,12.88054131,25.04564098,29.78929647,0.181149515,A,1.312
133.0344587,0.491945332,3.965769112,26.60689174,Steel,35.27440765,37.13320293,21.72390468,0.189468052,C,0.902
144.2071955,0.107135225,4.47017351,28.8414391,Brass,14.92269185,44.04007794,23.57483103,0.189368085,B,1.621
216.7124463,0.584181975,2.225705356,43.34248925,Aluminium,14.81933905,6.94075047,27.29426094,0.202502795,A,1.089
268.0353433,0.95974402,4.558721405,53.60706867,Copper,44.3332298,30.82776903,29.63943734,0.19806892,E,1.406
328.2146472,0.216537795,1.948858464,65.64292944,Titanium,16.23510287,43.40662999,21.55675213,0.183887249,D,1.259
216.0111378,0.705504646,4.823984241,43.20222756,Copper,16.84613059,22.91697251,22.27379954,0.187791171,E,0.981
258.1406223,0.240887004,0.53751867,51.62812445,Steel,5.029402584,18.60726228,22.25694674,0.187256752,C,1.077
386.3619222,0.5590363,3.466394406,77.27238443,Copper,44.18010654,40.80680083,20.20932029,0.193870394,E,1.828
66.5074413,0.141842627,2.519688798,13.30148826,Titanium,40.66676659,20.11039626,26.04115625,0.200163347,D,1.015
163.596625,0.477852389,1.999479147,32.71932499,Brass,33.22980208,5.142843418,26.70703074,0.193138463,B,1.156
371.0073136,0.768355162,3.200288206,74.20146273,Aluminium,38.76195938,48.18076644,26.0252589,0.195388714,A,1.516
452.843077,0.380192948,3.548899749,90.56861539,Titanium,11.84218553,31.64554564,20.71322989,0.18985163,D,1.528
280.254849,0.681666138,0.121380021,56.05096979,Titanium,25.62456176,41.87830634,20.69230126,0.195942502,D,1.766
289.4510684,0.805677463,0.918070135,57.89021367,Copper,20.80487243,42.13857031,22.10386554,0.191394165,E,1.092
98.2274051,0.930818929,3.593925648,19.64548102,Steel,9.219943682,7.988468917,22.90294516,0.185840246,C,1.322
251.3355651,0.272909978,3.365288527,50.26711301,Brass,26.87587183,12.68870897,27.86543656,0.196488688,B,1.474
289.6777699,0.42935012,4.833632775,57.93555398,Aluminium,46.43328427,19.00043063,21.59390266,0.194575363,A,1.529
159.1117266,0.194795213,3.829085172,31.82234533,Aluminium,6.802660357,19.43146783,20.44092216,0.189428927,A,1.629
171.1594539,0.992859327,4.758786268,34.23189079,Copper,18.11574111,34.6453753,23.93987508,0.203432132,E,0.932
219.7778734,0.93065092,3.542448458,43.95557468,Brass,14.33934213,33.04098143,24.1639217,0.191663226,B,1.661
59.032039,0.562959274,1.560455822,11.8064078,Brass,15.71659941,27.25654001,24.50907338,0.198831292,B,1.352
194.9356245,0.84993163,0.616288119,38.9871249,Titanium,45.87955483,14.50686795,28.26903544,0.194263335,D,1.36
145.1516031,0.544910078,3.93093693,29.03032063,Aluminium,26.06310744,22.18925614,20.98005415,0.204084252,A,1.521
197.3738085,0.642406404,3.256331185,39.4747617,Brass,25.98347358,29.46172858,27.03942082,0.195468717,B,1.501
103.8929593,0.134668211,0.336111461,20.77859186,Titanium,39.22590391,26.05934147,23.37945571,0.188573807,D,1.485
450.7372763,0.767506899,1.864247283,90.14745527,Copper,11.95214918,10.72816399,23.09980136,0.201287248,E,1.412
317.1166041,0.171327809,4.788319096,63.42332082,Brass,26.92694093,34.22797221,29.32543126,0.205225247,B,1.238
355.5960436,0.834764249,2.551965614,71.11920872,Aluminium,24.34933464,8.287329956,22.48468524,0.195679761,A,0.905
405.1270574,0.792926683,2.220372766,81.02541147,Titanium,31.86098107,22.01876074,26.42531835,0.201502532,D,1.375
274.2989895,0.723307463,2.342728065,54.8597979,Brass,49.98009665,36.95132065,22.75127757,0.199045556,B,1.445
89.11412964,0.084352361,1.123525348,17.82282593,Copper,39.62520023,5.901059053,25.07143883,0.196775109,E,1.911
291.6979438,0.337971938,1.906665137,58.33958876,Copper,22.90395664,30.64922686,27.86292893,0.203182781,E,1.849
314.0785031,0.299956941,1.912084954,62.81570062,Aluminium,42.23988735,20.05344384,28.81722524,0.195269089,A,1.349
385.4477634,0.392129587,0.356539599,77.08955268,Titanium,12.68187635,5.397432954,28.3869724,0.199722036,D,1.327
244.2467958,0.133260609,3.86108138,48.84935916,Brass,6.370865884,13.5672472,25.82180736,0.201136633,B,1.408
107.4111363,0.940109932,2.140871716,21.48222725,Titanium,14.20017676,47.3425787,22.48816315,0.201245587,D,1.088
177.6991576,0.576112129,4.128681445,35.53983152,Copper,20.31852003,28.45170075,26.61233383,0.196553397,E,1.717
213.3870334,0.340248095,4.266705205,42.67740668,Aluminium,27.97613409,49.87522421,27.09905046,0.211018747,A,1.672
340.6627586,0.427132441,1.138770868,68.13255172,Copper,32.68081132,28.61675377,20.1069199,0.207322238,E,1.401
306.8502371,0.474842413,3.321032063,61.37004742,Copper,45.97725727,29.47713855,24.39210511,0.206253364,E,1.541
210.2435267,0.620564617,2.41418084,42.04870533,Aluminium,27.94343043,22.63293558,28.43262043,0.208757656,A,1.434
493.931862,0.539895456,4.412768016,98.78637239,Titanium,27.55740401,18.95181884,24.89587596,0.20222569,D,1.615
322.5986687,0.923422375,1.157129328,64.51973374,Copper,7.260935442,16.31954989,23.11375442,0.200315721,E,1.032
156.7520563,0.522115309,3.421284682,31.35041126,Brass,6.57101987,20.45392773,28.71797771,0.197017284,B,0.987
95.80211268,0.992550114,3.077985399,19.16042254,Brass,29.80219829,25.69329864,21.55880698,0.199235595,B,1.149
118.7866126,0.85885371,1.54697724,23.75732253,Aluminium,24.7180376,13.63963776,22.06445232,0.197972926,A,1.206
160.6809778,0.248084989,0.769344428,32.13619555,Brass,42.76311777,15.11937913,26.87372367,0.200692806,B,1.557
122.306618,0.934065454,3.293034826,24.46132359,Steel,12.23058131,17.21951459,23.52435942,0.205006002,C,0.909
133.9551608,0.160548078,3.719127545,26.79103216,Copper,6.123724795,25.21669514,27.13016836,0.208484038,E,1.858
178.2928259,0.826577223,1.646573984,35.65856518,Steel,25.20674456,34.37660151,21.57703621,0.208635972,C,1.44
128.0181179,0.411592129,3.25967976,25.60362358,Steel,15.68653505,43.52657676,22.5226909,0.198636956,C,1.64
453.5444411,0.884075604,2.036141447,90.70888822,Brass,7.2326468,17.92093267,21.56647378,0.208230431,B,1.751
86.10518555,0.874653856,3.594713728,17.22103711,Titanium,37.60692291,13.26777532,29.52910314,0.210794362,D,1.227
286.0301253,0.81562913,1.076154847,57.20602506,Copper,10.021685,22.04813592,24.05403961,0.20409419,E,1.381
234.6785721,0.800528914,4.462053513,46.93571443,Copper,32.3743775,45.24723844,23.3721991,0.211644406,E,1.287
492.0703776,0.339445182,1.508307023,98.41407552,Steel,17.64723876,5.443732775,20.14202156,0.210324947,C,1.529
100.417506,0.126873319,1.90215134,20.0835012,Aluminium,12.80732227,35.50408772,21.53417579,0.199913282,A,1.44
229.0350196,0.43283117,0.384650565,45.80700391,Aluminium,22.08881853,26.47220209,24.21135856,0.217485207,A,1.224
486.261695,0.214848289,0.64640984,97.25233899,Steel,41.06505993,12.24707967,20.68502793,0.203238579,C,1.188
439.4782067,0.710203534,2.627723323,87.89564133,Copper,22.64421096,19.44596868,25.1073933,0.211894207,E,1.362
417.6824319,0.37879474,1.411204116,83.53648639,Aluminium,38.78463421,15.12275197,24.55015438,0.212003507,A,0.857
166.0562722,0.976829691,4.193853106,33.21125443,Brass,10.64688336,44.50244756,27.6716814,0.201567628,B,1.579
126.8994143,0.658923473,0.171997604,25.37988287,Steel,39.77471388,26.68430228,26.59802701,0.208872875,C,1.499
350.889449,0.831356535,1.957560838,70.17788979,Steel,15.66199962,30.3392425,24.45947305,0.21281285,C,1.238
468.2191951,0.175898439,1.752993179,93.64383902,Aluminium,35.48269084,31.71594287,22.246607,0.202385492,A,1.41
300.5433019,0.868913758,0.194705391,60.10866037,Aluminium,30.46016997,33.78277061,27.26863566,0.20934693,A,1.34
307.2257103,0.926619331,0.709405155,61.44514205,Copper,46.81151227,27.30000607,27.07862103,0.214102504,E,1.135
175.9905921,0.512708823,2.126849107,35.19811843,Steel,22.42951331,5.804308888,21.53296161,0.214715632,C,1.352
396.2718199,0.625940291,2.515036464,79.25436399,Copper,7.977433498,20.06252091,29.14751831,0.207734355,E,1.602
134.1696869,0.776569311,2.081019762,26.83393737,Aluminium,5.86199685,13.27429583,20.64405116,0.217731856,A,1.445
195.6556564,0.216096696,2.701594624,39.13113128,Steel,42.20863524,35.60642793,20.55037709,0.216827911,C,1.201
241.4463974,0.527437773,3.016145207,48.28927948,Copper,28.61310369,7.551709312,21.87350418,0.21179673,E,0.942
278.4246704,0.428729876,0.148626724,55.68493408,Copper,39.88598233,30.3711526,29.09460798,0.207586124,E,0.882
159.0843796,0.189055293,2.374066281,31.81687592,Copper,15.549152,14.4784275,25.19998124,0.205341912,E,1.601
101.6765711,0.399157701,4.82114628,20.33531423,Aluminium,20.52876855,47.69806273,27.87940921,0.21334919,A,1.137
324.7790191,0.114763694,2.643258173,64.95580382,Steel,6.35467425,20.0993424,22.27843188,0.219074315,C,1.492
179.883749,0.074521312,3.419957111,35.97674979,Aluminium,48.26715461,19.63495361,24.90221975,0.211306279,A,0.992
311.5571996,0.178407975,1.628132904,62.31143993,Aluminium,35.0540558,46.55231006,23.58289464,0.208036923,A,1.46
119.4632219,0.964959356,3.892557753,23.89264437,Brass,46.99422895,23.78065641,28.27828607,0.216747242,B,1.374
266.5130458,0.572053059,3.887315261,53.30260917,Steel,16.94733833,48.32880504,20.22604439,0.213785475,C,0.878
289.6652446,0.967531053,2.654350634,57.93304893,Titanium,32.51586251,6.087665846,22.4384273,0.215782728,D,1.508
73.32059157,0.460872984,4.882467734,14.66411831,Steel,35.53249857,18.78550588,21.52574224,0.2108671,C,1.424
201.4719252,0.346225326,0.715196052,40.29438504,Copper,19.28973651,34.97868321,28.59189039,0.211934528,E,1.58
110.4866046,0.53083477,0.183043558,22.09732092,Copper,43.16491558,45.0885634,24.6754385,0.211424096,E,1.516
78.51873671,0.467536104,3.873775238,15.70374734,Steel,47.62226583,16.53825169,24.04220044,0.21686021,C,1.74
495.4821046,0.15038145,4.055062133,99.09642092,Aluminium,44.8184803,46.87149164,24.49482762,0.212957676,A,1.672
195.0592302,0.658784999,0.689015423,39.01184605,Brass,38.25801392,31.73546599,29.71924551,0.217907067,B,1.358
414.4435006,0.255236273,1.401355881,82.88870013,Steel,17.48591059,41.04537094,28.50267394,0.212128377,C,1.509
164.5882946,0.638608557,0.18600658,32.91765893,Steel,17.67272189,22.87432869,27.06368772,0.218013033,C,1.664
